activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,3133604,[],CHEMBL1064821,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CSC(N/N=C/c2ccc(Br)cc2)=N1,,,CHEMBL1157666,Bioorg Med Chem,2010.0,"{'bei': '18.83', 'le': '0.48', 'lle': '3.61', 'sei': '10.43'}",CHEMBL591910,,CHEMBL591910,5.61,0,http://www.openphacts.org/units/Nanomolar,881315,=,1,1,=,,IC50,nM,,2430.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,2.43
,3133605,[],CHEMBL1064821,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CSC(N/N=C/c2ccc(Cl)cc2)=N1,,,CHEMBL1157666,Bioorg Med Chem,2010.0,"{'bei': '21.92', 'le': '0.47', 'lle': '3.67', 'sei': '10.33'}",CHEMBL589823,,CHEMBL589823,5.56,0,http://www.openphacts.org/units/Nanomolar,881314,=,1,1,=,,IC50,nM,,2750.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,2.75
,3133607,[],CHEMBL1064821,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CSC(N/N=C/c2cc(F)ccc2O)=N1,,,CHEMBL1157666,Bioorg Med Chem,2010.0,"{'bei': '21.50', 'le': '0.44', 'lle': '4.36', 'sei': '7.35'}",CHEMBL602328,,CHEMBL602328,5.45,0,http://www.openphacts.org/units/Nanomolar,881381,=,1,1,=,,IC50,nM,,3590.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,3.59
,3133608,[],CHEMBL1064821,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CSC(N/N=C/c2cc(Br)cc(Br)c2O)=N1,,,CHEMBL1157666,Bioorg Med Chem,2010.0,"{'bei': '13.81', 'le': '0.41', 'lle': '2.96', 'sei': '7.33'}",CHEMBL590875,,CHEMBL590875,5.43,0,http://www.openphacts.org/units/Nanomolar,881385,=,1,1,=,,IC50,nM,,3730.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,3.73
,3133609,[],CHEMBL1064821,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CSC(N/N=C/c2ccc(F)cc2)=N1,,,CHEMBL1157666,Bioorg Med Chem,2010.0,"{'bei': '22.80', 'le': '0.46', 'lle': '4.03', 'sei': '10.05'}",CHEMBL589822,,CHEMBL589822,5.41,0,http://www.openphacts.org/units/Nanomolar,881313,=,1,1,=,,IC50,nM,,3890.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,3.89
,3133610,[],CHEMBL1064821,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CSC(N/N=C/c2cc(Cl)cc(Cl)c2O)=N1,,,CHEMBL1157666,Bioorg Med Chem,2010.0,"{'bei': '17.58', 'le': '0.41', 'lle': '3.10', 'sei': '7.22'}",CHEMBL592481,,CHEMBL592481,5.35,0,http://www.openphacts.org/units/Nanomolar,881384,=,1,1,=,,IC50,nM,,4510.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,4.51
,3133613,[],CHEMBL1064821,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(/C=N/NC2=NC(=O)CS2)cc1,,,CHEMBL1157666,Bioorg Med Chem,2010.0,"{'bei': '22.44', 'le': '0.45', 'lle': '3.68', 'sei': '9.73'}",CHEMBL592707,,CHEMBL592707,5.23,0,http://www.openphacts.org/units/Nanomolar,881316,=,1,1,=,,IC50,nM,,5830.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,5.83
,3133615,[],CHEMBL1064821,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CSC(N/N=C/c2ccc(O)cc2)=N1,,,CHEMBL1157666,Bioorg Med Chem,2010.0,"{'bei': '21.93', 'le': '0.44', 'lle': '4.21', 'sei': '6.97'}",CHEMBL590876,,CHEMBL590876,5.16,0,http://www.openphacts.org/units/Nanomolar,881380,=,1,1,=,,IC50,nM,,6930.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,6.93
,3133617,[],CHEMBL1064821,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CSC(N/N=C/c2ccc([N+](=O)[O-])cc2)=N1,,,CHEMBL1157666,Bioorg Med Chem,2010.0,"{'bei': '19.19', 'le': '0.38', 'lle': '3.92', 'sei': '5.23'}",CHEMBL604671,,CHEMBL604671,5.07,0,http://www.openphacts.org/units/Nanomolar,881318,=,1,1,=,,IC50,nM,,8460.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,8.46
,3133618,[],CHEMBL1064821,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(/C=N/NC2=NC(=O)CS2)cc1,,,CHEMBL1157666,Bioorg Med Chem,2010.0,"{'bei': '20.21', 'le': '0.40', 'lle': '3.79', 'sei': '7.99'}",CHEMBL592708,,CHEMBL592708,5.04,0,http://www.openphacts.org/units/Nanomolar,881317,=,1,1,=,,IC50,nM,,9170.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,9.17
,3133619,[],CHEMBL1064821,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CSC(N/N=C/c2cccc(Br)c2)=N1,,,CHEMBL1157666,Bioorg Med Chem,2010.0,"{'bei': '16.73', 'le': '0.43', 'lle': '2.99', 'sei': '9.27'}",CHEMBL590524,,CHEMBL590524,4.99,0,http://www.openphacts.org/units/Nanomolar,881439,=,1,1,=,,IC50,nM,,10260.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,10.26
,3133622,[],CHEMBL1064821,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CSC(N/N=C/c2cccc(Cl)c2)=N1,,,CHEMBL1157666,Bioorg Med Chem,2010.0,"{'bei': '19.09', 'le': '0.41', 'lle': '2.95', 'sei': '9.00'}",CHEMBL592139,,CHEMBL592139,4.84,0,http://www.openphacts.org/units/Nanomolar,881387,=,1,1,=,,IC50,nM,,14340.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,14.34
,3133624,[],CHEMBL1064821,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CSC(N/N=C/c2cccc(F)c2)=N1,,,CHEMBL1157666,Bioorg Med Chem,2010.0,"{'bei': '19.65', 'le': '0.40', 'lle': '3.28', 'sei': '8.66'}",CHEMBL590877,,CHEMBL590877,4.66,0,http://www.openphacts.org/units/Nanomolar,881386,=,1,1,=,,IC50,nM,,21750.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,21.75
,3133628,[],CHEMBL1064821,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CSC(N/N=C/c2cccc(O)c2)=N1,,,CHEMBL1157666,Bioorg Med Chem,2010.0,"{'bei': '19.36', 'le': '0.39', 'lle': '3.61', 'sei': '6.15'}",CHEMBL591051,,CHEMBL591051,4.55,0,http://www.openphacts.org/units/Nanomolar,881443,=,1,1,=,,IC50,nM,,27830.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,27.83
,3133629,[],CHEMBL1064821,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CSC(NN=C2CCCCCCC2)=N1,,,CHEMBL1157666,Bioorg Med Chem,2010.0,"{'bei': '18.84', 'le': '0.38', 'lle': '2.20', 'sei': '8.38'}",CHEMBL592240,,CHEMBL592240,4.51,0,http://www.openphacts.org/units/Nanomolar,881495,=,1,1,=,,IC50,nM,,31000.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,31.0
,3133631,[],CHEMBL1064821,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cccc(/C=N/NC2=NC(=O)CS2)c1,,,CHEMBL1157666,Bioorg Med Chem,2010.0,"{'bei': '19.28', 'le': '0.38', 'lle': '2.95', 'sei': '8.36'}",CHEMBL590568,,CHEMBL590568,4.50,0,http://www.openphacts.org/units/Nanomolar,881440,=,1,1,=,,IC50,nM,,31780.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,31.78
,3133633,[],CHEMBL1064821,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CSC(N/N=C/c2cccc([N+](=O)[O-])c2)=N1,,,CHEMBL1157666,Bioorg Med Chem,2010.0,"{'bei': '16.74', 'le': '0.34', 'lle': '3.27', 'sei': '4.56'}",CHEMBL591050,,CHEMBL591050,4.42,0,http://www.openphacts.org/units/Nanomolar,881442,=,1,1,=,,IC50,nM,,37640.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,37.64
,3133635,[],CHEMBL1064821,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cccc(/C=N/NC2=NC(=O)CS2)c1,,,CHEMBL1157666,Bioorg Med Chem,2010.0,"{'bei': '17.42', 'le': '0.35', 'lle': '3.09', 'sei': '6.89'}",CHEMBL592141,,CHEMBL592141,4.34,0,http://www.openphacts.org/units/Nanomolar,881441,=,1,1,=,,IC50,nM,,45510.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,45.51
,3133636,[],CHEMBL1064821,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CSC(NN=C2CCCCCC2)=N1,,,CHEMBL1157666,Bioorg Med Chem,2010.0,"{'bei': '19.21', 'le': '0.39', 'lle': '2.41', 'sei': '8.04'}",CHEMBL589165,,CHEMBL589165,4.33,0,http://www.openphacts.org/units/Nanomolar,881447,=,1,1,=,,IC50,nM,,47000.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,47.0
,3133638,[],CHEMBL1064821,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CSC(NN=C2CCC2)=N1,,,CHEMBL1157666,Bioorg Med Chem,2010.0,,CHEMBL591052,,CHEMBL591052,,0,http://www.openphacts.org/units/Nanomolar,881444,>,1,1,>,,IC50,nM,,50000.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,50.0
,3133640,[],CHEMBL1064821,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CSC(NN=C2CCCC2)=N1,,,CHEMBL1157666,Bioorg Med Chem,2010.0,,CHEMBL591000,,CHEMBL591000,,0,http://www.openphacts.org/units/Nanomolar,881445,>,1,1,>,,IC50,nM,,50000.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,50.0
,3133641,[],CHEMBL1064821,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1CSC(NN=C2CCCCC2)=N1,,,CHEMBL1157666,Bioorg Med Chem,2010.0,,CHEMBL591053,,CHEMBL591053,,0,http://www.openphacts.org/units/Nanomolar,881446,>,1,1,>,,IC50,nM,,50000.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,50.0
,3133685,[],CHEMBL1064830,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCN(Cc1cccc(Cl)c1O)C(=O)Nc1ccccc1,,,CHEMBL1157668,Bioorg Med Chem,2010.0,,CHEMBL591706,,CHEMBL591706,,0,http://www.openphacts.org/units/Nanomolar,880980,>,1,1,>,,IC50,nM,,50000.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,50.0
,3133688,[],CHEMBL1064830,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cc(C)c(O)c(CN(Cc2ccc(O)cc2)C(=O)Nc2ccccc2)c1,,,CHEMBL1157668,Bioorg Med Chem,2010.0,"{'bei': '12.73', 'le': '0.23', 'lle': '-0.16', 'sei': '6.58'}",CHEMBL589068,,CHEMBL589068,4.79,0,http://www.openphacts.org/units/Nanomolar,880910,=,1,1,=,,IC50,nM,,16120.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,16.12
,3133691,[],CHEMBL1064830,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1ccccc1)N(Cc1ccc(O)cc1)Cc1cc(Br)cc(Br)c1O,,,CHEMBL1157668,Bioorg Med Chem,2010.0,"{'bei': '10.56', 'le': '0.26', 'lle': '-0.52', 'sei': '7.34'}",CHEMBL601828,,CHEMBL601828,5.34,0,http://www.openphacts.org/units/Nanomolar,880909,=,1,1,=,,IC50,nM,,4530.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,4.53
,3133694,[],CHEMBL1064830,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1ccccc1)N(Cc1ccc(O)cc1)Cc1cc(Cl)cc(Cl)c1O,,,CHEMBL1157668,Bioorg Med Chem,2010.0,"{'bei': '13.55', 'le': '0.28', 'lle': '0.02', 'sei': '7.77'}",CHEMBL590526,,CHEMBL590526,5.66,0,http://www.openphacts.org/units/Nanomolar,880908,=,1,1,=,,IC50,nM,,2210.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,2.21
,3133697,[],CHEMBL1064830,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cccc(CN(Cc2ccc(O)cc2)C(=O)Nc2ccccc2)c1O,,,CHEMBL1157668,Bioorg Med Chem,2010.0,"{'bei': '13.06', 'le': '0.24', 'lle': '0.09', 'sei': '6.50'}",CHEMBL590525,,CHEMBL590525,4.73,0,http://www.openphacts.org/units/Nanomolar,880907,=,1,1,=,,IC50,nM,,18430.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,18.43
,3133700,[],CHEMBL1064830,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1ccccc1)N(Cc1ccc(O)cc1)Cc1cccc(Br)c1O,,,CHEMBL1157668,Bioorg Med Chem,2010.0,"{'bei': '13.05', 'le': '0.28', 'lle': '0.49', 'sei': '7.66'}",CHEMBL590714,,CHEMBL590714,5.58,0,http://www.openphacts.org/units/Nanomolar,880906,=,1,1,=,,IC50,nM,,2660.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,2.66
,3133703,[],CHEMBL1064830,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1ccccc1)N(Cc1ccc(O)cc1)Cc1cccc(Cl)c1O,,,CHEMBL1157668,Bioorg Med Chem,2010.0,"{'bei': '14.74', 'le': '0.29', 'lle': '0.65', 'sei': '7.75'}",CHEMBL592211,,CHEMBL592211,5.64,0,http://www.openphacts.org/units/Nanomolar,880865,=,1,1,=,,IC50,nM,,2270.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,2.27
,3133706,[],CHEMBL1064830,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cc(C)c(O)c(CN(Cc2ccc(F)cc2)C(=O)Nc2ccccc2)c1,,,CHEMBL1157668,Bioorg Med Chem,2010.0,,CHEMBL592210,,CHEMBL592210,,0,http://www.openphacts.org/units/Nanomolar,880864,>,1,1,>,,IC50,nM,,50000.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,50.0
,3133709,[],CHEMBL1064830,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1ccccc1)N(Cc1ccc(F)cc1)Cc1cc(Br)cc(Br)c1O,,,CHEMBL1157668,Bioorg Med Chem,2010.0,"{'bei': '9.65', 'le': '0.24', 'lle': '-1.38', 'sei': '9.33'}",CHEMBL603186,,CHEMBL603186,4.91,0,http://www.openphacts.org/units/Nanomolar,880863,=,1,1,=,,IC50,nM,,12420.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,12.42
,3133712,[],CHEMBL1064830,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1ccccc1)N(Cc1ccc(F)cc1)Cc1cc(Cl)cc(Cl)c1O,,,CHEMBL1157668,Bioorg Med Chem,2010.0,"{'bei': '11.96', 'le': '0.24', 'lle': '-1.05', 'sei': '9.54'}",CHEMBL589809,,CHEMBL589809,5.02,0,http://www.openphacts.org/units/Nanomolar,880862,=,1,1,=,,IC50,nM,,9640.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,9.64
,3133715,[],CHEMBL1064830,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cccc(CN(Cc2ccc(F)cc2)C(=O)Nc2ccccc2)c1O,,,CHEMBL1157668,Bioorg Med Chem,2010.0,"{'bei': '12.12', 'le': '0.22', 'lle': '-0.65', 'sei': '8.40'}",CHEMBL600048,,CHEMBL600048,4.42,0,http://www.openphacts.org/units/Nanomolar,880861,=,1,1,=,,IC50,nM,,38230.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,38.23
,3133718,[],CHEMBL1064830,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1ccccc1)N(Cc1ccc(F)cc1)Cc1cccc(Br)c1O,,,CHEMBL1157668,Bioorg Med Chem,2010.0,"{'bei': '12.31', 'le': '0.27', 'lle': '-0.24', 'sei': '10.06'}",CHEMBL592427,,CHEMBL592427,5.29,0,http://www.openphacts.org/units/Nanomolar,880819,=,1,1,=,,IC50,nM,,5170.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,5.17
,3133721,[],CHEMBL1064830,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1ccccc1)N(Cc1ccc(F)cc1)Cc1cccc(Cl)c1O,,,CHEMBL1157668,Bioorg Med Chem,2010.0,"{'bei': '14.19', 'le': '0.28', 'lle': '0.04', 'sei': '10.39'}",CHEMBL592426,,CHEMBL592426,5.46,0,http://www.openphacts.org/units/Nanomolar,880818,=,1,1,=,,IC50,nM,,3450.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,3.45
,3133724,[],CHEMBL1064830,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCN(Cc1cccc(Br)c1O)C(=O)Nc1ccccc1,,,CHEMBL1157668,Bioorg Med Chem,2010.0,,CHEMBL590962,,CHEMBL590962,,0,http://www.openphacts.org/units/Nanomolar,880981,>,1,1,>,,IC50,nM,,50000.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,50.0
,3133727,[],CHEMBL1064830,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCN(Cc1cccc(C)c1O)C(=O)Nc1ccccc1,,,CHEMBL1157668,Bioorg Med Chem,2010.0,,CHEMBL591707,,CHEMBL591707,,0,http://www.openphacts.org/units/Nanomolar,880982,>,1,1,>,,IC50,nM,,50000.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,50.0
,3133730,[],CHEMBL1064830,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCN(Cc1cc(Cl)cc(Cl)c1O)C(=O)Nc1ccccc1,,,CHEMBL1157668,Bioorg Med Chem,2010.0,,CHEMBL591708,,CHEMBL591708,,0,http://www.openphacts.org/units/Nanomolar,880983,>,1,1,>,,IC50,nM,,50000.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,50.0
,3133733,[],CHEMBL1064830,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCN(Cc1cc(Br)cc(Br)c1O)C(=O)Nc1ccccc1,,,CHEMBL1157668,Bioorg Med Chem,2010.0,,CHEMBL590759,,CHEMBL590759,,0,http://www.openphacts.org/units/Nanomolar,880984,>,1,1,>,,IC50,nM,,50000.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,50.0
,3133736,[],CHEMBL1064830,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCN(Cc1cc(C)cc(C)c1O)C(=O)Nc1ccccc1,,,CHEMBL1157668,Bioorg Med Chem,2010.0,,CHEMBL590997,,CHEMBL590997,,0,http://www.openphacts.org/units/Nanomolar,880985,>,1,1,>,,IC50,nM,,50000.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,50.0
,3133739,[],CHEMBL1064830,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,Oc1c(Cl)cccc1CN(Cc1ccc(F)cc1)C(=S)Nc1ccccc1,,,CHEMBL1157668,Bioorg Med Chem,2010.0,"{'bei': '14.59', 'le': '0.30', 'lle': '0.27', 'sei': '16.48'}",CHEMBL589560,,CHEMBL589560,5.85,0,http://www.openphacts.org/units/Nanomolar,881031,=,1,1,=,,IC50,nM,,1410.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,1.41
,3133742,[],CHEMBL1064830,Inhibition of human cloned HER2 autophosphorylation expressed in baculovirus-infected Sf9 cells by solid-phase ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,Oc1c(Br)cccc1CN(Cc1ccc(F)cc1)C(=S)Nc1ccccc1,,,CHEMBL1157668,Bioorg Med Chem,2010.0,"{'bei': '12.86', 'le': '0.29', 'lle': '0.04', 'sei': '16.14'}",CHEMBL589561,,CHEMBL589561,5.73,0,http://www.openphacts.org/units/Nanomolar,881032,=,1,1,=,,IC50,nM,,1870.0,CHEMBL1824,Homo sapiens,Receptor protein-tyrosine kinase erbB-2,9606,,,IC50,uM,UO_0000065,,1.87
